title,session,authors,affiliations,pdf_url
"Predict, Prevent, and Evaluate: Disentangled Text-Driven Image Manipulation Empowered by Pre-Trained Vision-Language Model",Image & Video Synthesis and Generation,"['Zipeng Xu', 'Tianwei Lin']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Predict_Prevent_and_Evaluate_Disentangled_Text-Driven_Image_Manipulation_Empowered_by_CVPR_2022_paper.pdf
QS-Attn: Query-Selected Attention for Contrastive Learning in I2I Translation,Image & Video Synthesis and Generation,"['Xueqi Hu', 'Xinyue Zhou']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_QS-Attn_Query-Selected_Attention_for_Contrastive_Learning_in_I2I_Translation_CVPR_2022_paper.pdf
Ray Priors Through Reprojection: Improving Neural Radiance Fields for Novel View Extrapolation,Image & Video Synthesis and Generation,"['Jian Zhang', 'Yuanqing Zhang']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Ray_Priors_Through_Reprojection_Improving_Neural_Radiance_Fields_for_Novel_CVPR_2022_paper.pdf
Reduce Information Loss in Transformers for Pluralistic Image Inpainting,Image & Video Synthesis and Generation,"['Qiankun Liu', 'Zhentao Tan']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Reduce_Information_Loss_in_Transformers_for_Pluralistic_Image_Inpainting_CVPR_2022_paper.pdf
Region-Aware Face Swapping,Image & Video Synthesis and Generation,"['Chao Xu', 'Jiangning Zhang']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Region-Aware_Face_Swapping_CVPR_2022_paper.pdf
RePaint: Inpainting Using Denoising Diffusion Probabilistic Models,Image & Video Synthesis and Generation,"['Andreas Lugmayr', 'Martin Danelljan']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lugmayr_RePaint_Inpainting_Using_Denoising_Diffusion_Probabilistic_Models_CVPR_2022_paper.pdf
Rethinking Deep Face Restoration,Image & Video Synthesis and Generation,"['Yang Zhao', 'Yu-Chuan Su']",['UB'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_Rethinking_Deep_Face_Restoration_CVPR_2022_paper.pdf
Retrieval-Based Spatially Adaptive Normalization for Semantic Image Synthesis,Image & Video Synthesis and Generation,"['Yupeng Shi', 'Xiao Liu']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Shi_Retrieval-Based_Spatially_Adaptive_Normalization_for_Semantic_Image_Synthesis_CVPR_2022_paper.pdf
Robust Invertible Image Steganography,Image & Video Synthesis and Generation,"['Youmin Xu', 'Chong Mou']",['PKU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Robust_Invertible_Image_Steganography_CVPR_2022_paper.pdf
Self-Supervised Correlation Mining Network for Person Image Generation,Image & Video Synthesis and Generation,"['Zijian Wang', 'Xingqun Qi']",['BUPT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Self-Supervised_Correlation_Mining_Network_for_Person_Image_Generation_CVPR_2022_paper.pdf
Self-Supervised Dense Consistency Regularization for Image-to-Image Translation,Image & Video Synthesis and Generation,"['Minsu Ko', 'Eunju Cha']",['SAIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ko_Self-Supervised_Dense_Consistency_Regularization_for_Image-to-Image_Translation_CVPR_2022_paper.pdf
Semantic-Shape Adaptive Feature Modulation for Semantic Image Synthesis,Image & Video Synthesis and Generation,"['Zhengyao Lv', 'Xiaoming Li']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Lv_Semantic-Shape_Adaptive_Feature_Modulation_for_Semantic_Image_Synthesis_CVPR_2022_paper.pdf
SemanticStyleGAN: Learning Compositional Generative Priors for Controllable Image Synthesis and Editing,Image & Video Synthesis and Generation,"['Yichun Shi', 'Xiao Yang']",['ByteDance'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shi_SemanticStyleGAN_Learning_Compositional_Generative_Priors_for_Controllable_Image_Synthesis_and_CVPR_2022_paper.pdf
Show Me What and Tell Me How: Video Synthesis via Multimodal Conditioning,Image & Video Synthesis and Generation,"['Ligong Han', 'Jian Ren']",['Snap'],https://openaccess.thecvf.com/content/CVPR2022/papers/Han_Show_Me_What_and_Tell_Me_How_Video_Synthesis_via_CVPR_2022_paper.pdf
SIMBAR: Single Image-Based Scene Relighting for Effective Data Augmentation for Automated Driving Vision Tasks,Image & Video Synthesis and Generation,"['Xianling Zhang', 'Nathan Tseng']",['Ford'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_SIMBAR_Single_Image-Based_Scene_Relighting_for_Effective_Data_Augmentation_for_CVPR_2022_paper.pdf
SoftCollage: A Differentiable Probabilistic Tree Generator for Image Collage,Image & Video Synthesis and Generation,"['Jiahao Yu', 'Li Chen']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yu_SoftCollage_A_Differentiable_Probabilistic_Tree_Generator_for_Image_Collage_CVPR_2022_paper.pdf
Sound-Guided Semantic Image Manipulation,Image & Video Synthesis and Generation,"['Seung Hyun Lee', 'Wonseok Roh']",['KU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lee_Sound-Guided_Semantic_Image_Manipulation_CVPR_2022_paper.pdf
Spatial-Temporal Space Hand-in-Hand: Spatial-Temporal Video Super-Resolution via Cycle-Projected Mutual Learning,Image & Video Synthesis and Generation,"['Mengshun Hu', 'Kui Jiang']",['WHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_Spatial-Temporal_Space_Hand-in-Hand_Spatial-Temporal_Video_Super-Resolution_via_Cycle-Projected_Mutual_Learning_CVPR_2022_paper.pdf
Spatially-Adaptive Multilayer Selection for GAN Inversion and Editing,Image & Video Synthesis and Generation,"['Gaurav Parmar', 'Yijun Li']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Parmar_Spatially-Adaptive_Multilayer_Selection_for_GAN_Inversion_and_Editing_CVPR_2022_paper.pdf
ST-MFNet: A Spatio-Temporal Multi-Flow Network for Frame Interpolation,Image & Video Synthesis and Generation,"['Duolikun Danier', 'Fan Zhang']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Danier_ST-MFNet_A_Spatio-Temporal_Multi-Flow_Network_for_Frame_Interpolation_CVPR_2022_paper.pdf
Structure-Aware Flow Generation for Human Body Reshaping,Image & Video Synthesis and Generation,"['Jianqiang Ren', 'Yuan Yao']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_Structure-Aware_Flow_Generation_for_Human_Body_Reshaping_CVPR_2022_paper.pdf
Structure-Aware Motion Transfer With Deformable Anchor Model,Image & Video Synthesis and Generation,"['Jiale Tao', 'Biao Wang']",['UESTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tao_Structure-Aware_Motion_Transfer_With_Deformable_Anchor_Model_CVPR_2022_paper.pdf
Style Transformer for Image Inversion and Editing,Image & Video Synthesis and Generation,"['Xueqi Hu', 'Qiusheng Huang']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_Style_Transformer_for_Image_Inversion_and_Editing_CVPR_2022_paper.pdf
Style-Based Global Appearance Flow for Virtual Try-On,Image & Video Synthesis and Generation,"['Sen He', 'Yi-Zhe Song']",['Surrey'],https://openaccess.thecvf.com/content/CVPR2022/papers/He_Style-Based_Global_Appearance_Flow_for_Virtual_Try-On_CVPR_2022_paper.pdf
Style-Structure Disentangled Features and Normalizing Flows for Diverse Icon Colorization,Image & Video Synthesis and Generation,"['Yuan-kui Li', 'Yun-Hsuan Lien']",['NYCU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Style-Structure_Disentangled_Features_and_Normalizing_Flows_for_Diverse_Icon_Colorization_CVPR_2022_paper.pdf
"StyleGAN-V: A Continuous Video Generator With the Price, Image Quality and Perks of StyleGAN2",Image & Video Synthesis and Generation,"['Ivan Skorokhodov', 'Sergey Tulyakov']",['KAUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Skorokhodov_StyleGAN-V_A_Continuous_Video_Generator_With_the_Price_Image_Quality_CVPR_2022_paper.pdf
StyleSwin: Transformer-Based GAN for High-Resolution Image Generation,Image & Video Synthesis and Generation,"['Bowen Zhang', 'Shuyang Gu']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_StyleSwin_Transformer-Based_GAN_for_High-Resolution_Image_Generation_CVPR_2022_paper.pdf
StyleT2I: Toward Compositional and High-Fidelity Text-to-Image Synthesis,Image & Video Synthesis and Generation,"['Zhiheng Li', 'Martin Renqiang Min']",['NEC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_StyleT2I_Toward_Compositional_and_High-Fidelity_Text-to-Image_Synthesis_CVPR_2022_paper.pdf
StylizedNeRF: Consistent 3D Scene Stylization As Stylized NeRF via 2D-3D Mutual Learning,Image & Video Synthesis and Generation,"['Yi-Hua Huang', 'Yue He']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Huang_StylizedNeRF_Consistent_3D_Scene_Stylization_As_Stylized_NeRF_via_2D-3D_CVPR_2022_paper.pdf
StyTr2: Image Style Transfer With Transformers,Image & Video Synthesis and Generation,"['Yingying Deng', 'Fan Tang']",['UCAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Deng_StyTr2_Image_Style_Transfer_With_Transformers_CVPR_2022_paper.pdf
TemporalUV: Capturing Loose Clothing With Temporally Coherent UV Coordinates,Image & Video Synthesis and Generation,"['You Xie', 'Huiqi Mao']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xie_TemporalUV_Capturing_Loose_Clothing_With_Temporally_Coherent_UV_Coordinates_CVPR_2022_paper.pdf
Text to Image Generation With Semantic-Spatial Aware GAN,Image & Video Synthesis and Generation,"['Wentong Liao', 'Kai Hu']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Liao_Text_to_Image_Generation_With_Semantic-Spatial_Aware_GAN_CVPR_2022_paper.pdf
Thin-Plate Spline Motion Model for Image Animation,Image & Video Synthesis and Generation,"['Jian Zhao', 'Hui Zhang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_Thin-Plate_Spline_Motion_Model_for_Image_Animation_CVPR_2022_paper.pdf
Think Twice Before Detecting GAN-Generated Fake Images From Their Spectral Domain Imprints,Image & Video Synthesis and Generation,"['Chengdong Dong', 'Ajay Kumar']",['PolyU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dong_Think_Twice_Before_Detecting_GAN-Generated_Fake_Images_From_Their_Spectral_CVPR_2022_paper.pdf
TransEditor: Transformer-Based Dual-Space GAN for Highly Controllable Facial Editing,Image & Video Synthesis and Generation,"['Yanbo Xu', 'Yueqin Yin']",['SAIL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_TransEditor_Transformer-Based_Dual-Space_GAN_for_Highly_Controllable_Facial_Editing_CVPR_2022_paper.pdf
UniCoRN: A Unified Conditional Image Repainting Network,Image & Video Synthesis and Generation,"['Jimeng Sun', 'Shuchen Weng']",['BUPT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_UniCoRN_A_Unified_Conditional_Image_Repainting_Network_CVPR_2022_paper.pdf
Unpaired Cartoon Image Synthesis via Gated Cycle Mapping,Image & Video Synthesis and Generation,"['Yifang Men', 'Yuan Yao']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Men_Unpaired_Cartoon_Image_Synthesis_via_Gated_Cycle_Mapping_CVPR_2022_paper.pdf
Unsupervised Image-to-Image Translation With Generative Prior,Image & Video Synthesis and Generation,"['Shuai Yang', 'Liming Jiang']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Unsupervised_Image-to-Image_Translation_With_Generative_Prior_CVPR_2022_paper.pdf
Video Frame Interpolation With Transformer,Image & Video Synthesis and Generation,"['Liying Lu', 'Ruizheng Wu']",['CUHK'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lu_Video_Frame_Interpolation_With_Transformer_CVPR_2022_paper.pdf
Watch It Move: Unsupervised Discovery of 3D Joints for Re-Posing of Articulated Objects,Image & Video Synthesis and Generation,"['Atsuhiro Noguchi', 'Umar Iqbal']",['NVIDIA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Noguchi_Watch_It_Move_Unsupervised_Discovery_of_3D_Joints_for_Re-Posing_CVPR_2022_paper.pdf
Weakly Supervised High-Fidelity Clothing Model Generation,Image & Video Synthesis and Generation,"['Ruili Feng', 'Cheng Ma']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Feng_Weakly_Supervised_High-Fidelity_Clothing_Model_Generation_CVPR_2022_paper.pdf
XMP-Font: Self-Supervised Cross-Modality Pre-Training for Few-Shot Font Generation,Image & Video Synthesis and Generation,"['Wei Liu', 'Fangyue Liu']",['ByteDance'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_XMP-Font_Self-Supervised_Cross-Modality_Pre-Training_for_Few-Shot_Font_Generation_CVPR_2022_paper.pdf
ClothFormer: Taming Video Virtual Try-On in All Module,Image & Video Synthesis and Generation (I),"['Jianbin Jiang', 'Tan Wang']",['BIGO'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jiang_ClothFormer_Taming_Video_Virtual_Try-On_in_All_Module_CVPR_2022_paper.pdf
Continual Predictive Learning From Videos,Image & Video Synthesis and Generation (I),"['Geng Chen', 'Wendong Zhang']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Continual_Predictive_Learning_From_Videos_CVPR_2022_paper.pdf
Dataset Distillation by Matching Training Trajectories,Image & Video Synthesis and Generation (I),"['George Cazenavette', 'Tongzhou Wang']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cazenavette_Dataset_Distillation_by_Matching_Training_Trajectories_CVPR_2022_paper.pdf
Day-to-Night Image Synthesis for Training Nighttime Neural ISPs,Image & Video Synthesis and Generation (I),"['Abhijith Punnappurath', 'Abdullah Abuolaim']",['Samsung'],https://openaccess.thecvf.com/content/CVPR2022/papers/Punnappurath_Day-to-Night_Image_Synthesis_for_Training_Nighttime_Neural_ISPs_CVPR_2022_paper.pdf
Diffusion Autoencoders: Toward a Meaningful and Decodable Representation,Image & Video Synthesis and Generation (I),"['Konpat Preechakul', 'Nattanat Chatthee']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Preechakul_Diffusion_Autoencoders_Toward_a_Meaningful_and_Decodable_Representation_CVPR_2022_paper.pdf
Ensembling Off-the-Shelf Models for GAN Training,Image & Video Synthesis and Generation (I),"['Nupur Kumari', 'Richard Zhang']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kumari_Ensembling_Off-the-Shelf_Models_for_GAN_Training_CVPR_2022_paper.pdf
Few-Shot Head Swapping in the Wild,Image & Video Synthesis and Generation (I),"['Changyong Shu', 'Hemao Wu']",['Baidu'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shu_Few-Shot_Head_Swapping_in_the_Wild_CVPR_2022_paper.pdf
GRAM: Generative Radiance Manifolds for 3D-Aware Image Generation,Image & Video Synthesis and Generation (I),"['Yu Deng', 'Jiaolong Yang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Deng_GRAM_Generative_Radiance_Manifolds_for_3D-Aware_Image_Generation_CVPR_2022_paper.pdf
High-Resolution Image Synthesis With Latent Diffusion Models,Image & Video Synthesis and Generation (I),"['Robin Rombach', 'Andreas Blattmann']",['LMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Rombach_High-Resolution_Image_Synthesis_With_Latent_Diffusion_Models_CVPR_2022_paper.pdf
ManiTrans: Entity-Level Text-Guided Image Manipulation via Token-Wise Semantic Alignment and Generation,Image & Video Synthesis and Generation (I),"['Jianan Wang', 'Guansong Lu']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_ManiTrans_Entity-Level_Text-Guided_Image_Manipulation_via_Token-Wise_Semantic_Alignment_and_CVPR_2022_paper.pdf
Marginal Contrastive Correspondence for Guided Image Generation,Image & Video Synthesis and Generation (I),"['Fangneng Zhan', 'Yingchen Yu']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhan_Marginal_Contrastive_Correspondence_for_Guided_Image_Generation_CVPR_2022_paper.pdf
MAT: Mask-Aware Transformer for Large Hole Image Inpainting,Image & Video Synthesis and Generation (I),"['Wenbo Li', 'Zhe Lin']",['CUHK'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_MAT_Mask-Aware_Transformer_for_Large_Hole_Image_Inpainting_CVPR_2022_paper.pdf
Motion-Adjustable Neural Implicit Video Representation,Image & Video Synthesis and Generation (I),"['Long Mai', 'Feng Liu']",['PSU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mai_Motion-Adjustable_Neural_Implicit_Video_Representation_CVPR_2022_paper.pdf
Polarity Sampling: Quality and Diversity Control of Pre-Trained Generative Networks via Singular Values,Image & Video Synthesis and Generation (I),"['Ahmed Imtiaz Humayun', 'Randall Balestriero']",['Rice'],https://openaccess.thecvf.com/content/CVPR2022/papers/Humayun_Polarity_Sampling_Quality_and_Diversity_Control_of_Pre-Trained_Generative_Networks_CVPR_2022_paper.pdf
Polymorphic-GAN: Generating Aligned Samples Across Multiple Domains With Learned Morph Maps,Image & Video Synthesis and Generation (I),"['Seung Wook Kim', 'Karsten Kreis']",['NVIDIA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_Polymorphic-GAN_Generating_Aligned_Samples_Across_Multiple_Domains_With_Learned_Morph_CVPR_2022_paper.pdf
Smooth-Swap: A Simple Enhancement for Face-Swapping With Smoothness,Image & Video Synthesis and Generation (I),"['Jiseob Kim', 'Jihoon Lee']",['SNU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_Smooth-Swap_A_Simple_Enhancement_for_Face-Swapping_With_Smoothness_CVPR_2022_paper.pdf
Splicing ViT Features for Semantic Appearance Transfer,Image & Video Synthesis and Generation (I),"['Narek Tumanyan', 'Omer Bar-Tal']",['Weizmann'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tumanyan_Splicing_ViT_Features_for_Semantic_Appearance_Transfer_CVPR_2022_paper.pdf
Vector Quantized Diffusion Model for Text-to-Image Synthesis,Image & Video Synthesis and Generation (I),"['Shuyang Gu', 'Dong Chen']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gu_Vector_Quantized_Diffusion_Model_for_Text-to-Image_Synthesis_CVPR_2022_paper.pdf
Drop the GAN: In Defense of Patches Nearest Neighbors As Single Image Generative Models,Image & Video Synthesis and Generation (II); Video Analysis & Understanding,"['Niv Granot', 'Ben Feinstein']",['Weizmann'],https://openaccess.thecvf.com/content/CVPR2022/papers/Granot_Drop_the_GAN_In_Defense_of_Patches_Nearest_Neighbors_As_CVPR_2022_paper.pdf
Fourier PlenOctrees for Dynamic Radiance Field Rendering in Real-Time,Image & Video Synthesis and Generation (II); Video Analysis & Understanding,"['Liao Wang', 'Jiakai Zhang']",['ShanghaiTech'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Fourier_PlenOctrees_for_Dynamic_Radiance_Field_Rendering_in_Real-Time_CVPR_2022_paper.pdf
